School_code,AgeID,ICSEA_value,Level_of_schooling,Town_suburb,Electorate,School_name,Street,Postcode,Phone,School_Email,Website,Fax,latest_year_enrolment_FTE,Indigenous_pct,LBOTE_pct,Selective_school,Opportunity_class,School_specialty_type,School_subtype,Support_classes,Preschool_ind,Distance_education,Intensive_english_centre,School_gender,Late_opening_school,Date_1st_teacher,LGA,Fed_electorate,Operational_directorate,Principal_network,Operational_directorate_office,Operational_directorate_office_phone,Operational_directorate_office_address,FACS_district,Local_health_district,AECG_region,ASGS_remoteness,Latitude,Longitude,Assets unit,SA4,Healthy canteen,Date_extracted
3528,48718,1032,Primary School,WYONG CREEK,Wyong,Wyong Creek Public School,583 Yarramalong Road,2259,4352 1583,wyongcreek-p.school@det.nsw.edu.au,https://wyongcreek-p.schools.nsw.gov.au,4352 1585,79,np,np,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1883-01-01,Central Coast (C),Dobell,Regional North,Central Coast,Tuggerah,4348 9100,"14 Pioneer Ave, Tuggerah 2259",Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.267129,151.34807,Hunter/Central Coast,Central Coast,N,6/10/2022
3529,44919,1008,Primary School,Wyrallah ,Lismore,Wyrallah Public School,Breckenridge St,2480,6629 8246,wyrallah-p.school@det.nsw.edu.au,https://wyrallah-p.schools.nsw.gov.au,6629 8497,18,np,np,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1867-01-01,Lismore (C),Page,Rural North,Lismore,Goonellabah,6623 5900,"610 Ballina Rd, Goonellabah 2480",Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Inner Regional Australia,-28.890407,153.305718,North Coast,Richmond - Tweed,N,6/10/2022
3533,49729,991,Primary School,YAMBA,Clarence,Yamba Public School,39 Angourie Road,2464,6646 2420,yamba-p.school@det.nsw.edu.au,https://yamba-p.schools.nsw.gov.au,6646 1578,319,13,9,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1868-01-01,Clarence Valley (A),Page,Rural North,Clarence Valley,Grafton,6641 5000,"97 Mary St, Grafton 2460",Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Inner Regional Australia,-29.439524,153.353157,North Coast,Coffs Harbour - Grafton,N,6/10/2022
3534,50444,1009,Primary School,Table Top ,Albury,Table Top Public School,Hume Hwy,2640,6026 2220,tabletop-p.school@det.nsw.edu.au,https://tabletop-p.schools.nsw.gov.au,6026 2402,89,10,np,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1884-05-01,Albury (C),Farrer,Rural South and West,Albury,Albury,02 6051 4300,"521 Macauley St, Albury 2640","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Inner Regional Australia,-35.967573,147.007302,Southern NSW,Murray,N,6/10/2022
3536,50555,920,Primary School,Yanco ,Murray,Yanco Public School,Main Ave,2703,6955 7162,yanco-p.school@det.nsw.edu.au,https://yanco-p.schools.nsw.gov.au,6955 7477,55,20,0,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,5/1/1909,Leeton (A),Farrer,Rural South and West,Narrandera,Wagga Wagga,02 6937 3800,"Level 4, 76 Morgan St, Wagga Wagga 2650","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Outer Regional Australia,-34.597911,146.411211,Southern NSW,Riverina,Y,6/10/2022
3537,50235,911,Primary School,Yanderra ,Wollondilly,Yanderra Public School,16 Yanderra Rd,2574,4684 1377,yanderra-p.school@det.nsw.edu.au,https://yanderra-p.schools.nsw.gov.au,4684 2374,40,15,np,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1935,Wollondilly (A),Hume,Regional South,Wollondilly,Wollongong,4247 1007,"Block H, Level 2, 84 Crown Street, Wollongong 2500",South Western Sydney,South Western Sydney,Dharawal,Inner Regional Australia,-34.320475,150.571244,South Western Sydney,Sydney - Outer South West,N,6/10/2022
3547,49390,862,Primary School,Yarrowitch ,Tamworth,Yarrowitch Public School,Chandlers Rd,2354,6777 7582,yarrowitch-p.school@det.nsw.edu.au,https://yarrowitch-p.schools.nsw.gov.au,6777 7411,5,np,np,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1887-08-01,Walcha (A),New England,Rural North,Armidale,Armidale,6776 4100,"Suites 2 & 3, North Power Building, 175 Rusden St Armidale",Hunter New England & Central Coast,Hunter New England,North Western 2,Outer Regional Australia,-31.25059,151.94821,North Western NSW,New England and North West,N,6/10/2022
3549,50280,1018,Primary School,Yass ,Goulburn,Yass Public School,Laidlaw St,2582,6226 1017,yass-p.school@det.nsw.edu.au,https://yass-p.schools.nsw.gov.au,6226 3258,352,8,5,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1879-01-01,Yass Valley (A),Eden-Monaro,Regional South,Yass,,,,Illawarra Shoalhaven & Southern NSW,Southern NSW,Upper South Coast,Inner Regional Australia,-34.837588,148.906865,Southern NSW,Capital Region,N,6/10/2022
3554,50549,979,Primary School,Yenda ,Murray,Yenda Public School,Curran Rd,2681,6968 1236,yenda-p.school@det.nsw.edu.au,https://yenda-p.schools.nsw.gov.au,6968 1636,107,8,6,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,7/1/1920,Griffith (C),Farrer,Rural South and West,Griffith,Griffith,02 6961 8100,"Government Offices, 104-110 Banna Ave, Griffith 2680","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Outer Regional Australia,-34.252389,146.198309,Southern NSW,Riverina,N,6/10/2022
3555,46457,896,Central/Community School,Yeoval,Orange,Yeoval Central School,Obley Street,2868,6846 4004,yeoval-c.school@det.nsw.edu.au,https://yeoval-c.schools.nsw.gov.au,6846 4317,92,32,np,Not Selective,N,Comprehensive,Kinder to Year 12,,N,N,N,Coed,N,1883-08-01,Cabonne (A),Calare,Rural South and West,Mitchell,Dubbo,02 6883 6300,"Level 2, 37 Carrington Ave, Dubbo 2830","Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Outer Regional Australia,-32.754375,148.649673,North Western NSW,Far West and Orana,N,6/10/2022
3556,50458,942,Primary School,Yerong Creek ,Wagga Wagga,Yerong Creek Public School,Cole St,2642,6920 3521,yerongck-p.school@det.nsw.edu.au,https://yerongck-p.schools.nsw.gov.au,6920 3559,22,np,np,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1881-05-01,Lockhart (A),Riverina,Rural South and West,Hume,Albury,02 6051 4300,"521 Macauley St, Albury 2640","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Outer Regional Australia,-35.386787,147.060987,Southern NSW,Riverina,N,6/10/2022
3559,49514,953,Primary School,Yetman ,Northern Tablelands,Yetman Public School,Warialda St,2410,07 4675 3150,yetman-p.school@det.nsw.edu.au,https://yetman-p.schools.nsw.gov.au,07 4675 3102,14,0,0,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,Y,1867-01-01,Inverell (A),New England,Rural North,Northern Tablelands,Armidale,6776 4100,"Suites 2 & 3, North Power Building, 175 Rusden St Armidale",Hunter New England & Central Coast,Hunter New England,North Western 2,Outer Regional Australia,-28.902219,150.776261,North Western NSW,New England and North West,N,6/10/2022
3561,50548,881,Primary School,Yoogali ,Murray,Yoogali Public School,1 East St,2680,6962 4540,yoogali-p.school@det.nsw.edu.au,https://yoogali-p.schools.nsw.gov.au,6964 1476,42,17,21,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1917,Griffith (C),Farrer,Rural South and West,Griffith,Griffith,02 6961 8100,"Government Offices, 104-110 Banna Ave, Griffith 2680","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Outer Regional Australia,-34.299691,146.086176,Southern NSW,Riverina,N,6/10/2022
3563,50300,961,Primary School,Young ,Cootamundra,Young Public School,Bruce St,2594,6382 2453,young-p.school@det.nsw.edu.au,https://young-p.schools.nsw.gov.au,6382 4056,500,12,10,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1861-07-01,Hilltops (A),Riverina,Rural South and West,Temora,Wagga Wagga,02 6937 3800,"Level 4, 76 Morgan St, Wagga Wagga 2650","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Inner Regional Australia,-34.321407,148.290231,Southern NSW,Capital Region,N,6/10/2022
3564,49008,947,Primary School,Edgeworth,Cessnock,Edgeworth Public School,Minmi Rd,2285,4958 1831,edgeworth-p.school@det.nsw.edu.au,https://edgeworth-p.schools.nsw.gov.au,4950 8174,657,18,8,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,N,1891-04-01,Lake Macquarie (C),Hunter,Regional North,Lake Macquarie North,Adamstown,4904 3900,"Cnr Brunker and Glebe Rd, Adamstown 2289",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.922892,151.620387,Hunter/Central Coast,Newcastle and Lake Macquarie,N,6/10/2022
3566,50965,926,Primary School,Lithgow ,Bathurst,Zig Zag Public School,23 Victoria Ave,2790,6351 2352,zigzag-p.school@det.nsw.edu.au,https://zigzag-p.schools.nsw.gov.au,6353 1046,100,14,8,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1891-07-01,Lithgow (C),Calare,Regional North and West,Lithgow,,,,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Western 1,Inner Regional Australia,-33.466136,150.182826,North Western NSW,Central West,N,6/10/2022
3578,49929,1030,Primary School,Pottsville ,Tweed,Pottsville Beach Public School,Tweed Coast Rd,2489,6676 1161,pottsville-p.school@det.nsw.edu.au,https://pottsville-p.schools.nsw.gov.au,6676 2787,564,6,7,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,7/1/1944,Tweed (A),Richmond,Rural North,Tweed Coast,Murwillumbah,6670 2300,"Level 2, 12 King St, Murwillumbah 2484",Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Major Cities of Australia,-28.377625,153.567798,North Coast,Richmond - Tweed,N,6/10/2022
3580,49492,1025,Primary School,Rowena ,Barwon,Rowena Public School,Shaw St,2387,6796 5145,rowena-p.school@det.nsw.edu.au,https://rowena-p.schools.nsw.gov.au,6796 5271,24,np,0,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,Y,1/1/1923,Walgett (A),Parkes,Rural North,Barwon,Moree,6757 3000,"66-68 Frome St, Moree 2400","Murrumbidgee, Far West & Western NSW",Western NSW,North Western 1,Remote Australia,-29.81393,148.91249,North Western NSW,Far West and Orana,N,6/10/2022
3591,51044,825,Primary School,Dubbo ,Dubbo,Dubbo West Public School,East St,2830,6882 3086,dubbowest-p.school@det.nsw.edu.au,https://dubbowest-p.schools.nsw.gov.au,6884 3439,409,59,7,Not Selective,Y,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,N,1/1/1944,Dubbo Regional (A),Parkes,Regional North and West,Wambuul-Macquarie,,,,"Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Inner Regional Australia,-32.251915,148.588301,North Western NSW,Far West and Orana,N,6/10/2022
3593,48640,1097,Primary School,Oyster Bay ,Miranda,Oyster Bay Public School,Short St,2225,9528 7525,oysterbay-p.school@det.nsw.edu.au,https://oysterbay-p.schools.nsw.gov.au,9528 3346,423,2,14,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1944,Sutherland Shire (A),Hughes,Metropolitan South and West,Sutherland,,,,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-34.00779,151.080693,Sydney,Sydney - Sutherland,N,6/10/2022
3594,56219,953,Primary School,Louth ,Barwon,Louth Public School,Hughes St,2840,6874 7426,louth-p.school@det.nsw.edu.au,https://louth-p.schools.nsw.gov.au,6874 7439,5,0,0,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,Y,1879-03-01,Bourke (A),Parkes,Rural South and West,Mitchell,Dubbo,02 6883 6300,"Level 2, 37 Carrington Ave, Dubbo 2830","Murrumbidgee, Far West & Western NSW",Western NSW,Western 2,Very Remote Australia,-30.535792,145.117942,North Western NSW,Far West and Orana,N,6/10/2022
3615,56238,937,Primary School,KEMPS CREEK,Mulgoa,Kemps Creek Public School,100 Cross Street,2178,9826 1143,kempscreek-p.school@det.nsw.edu.au,https://kempscreek-p.schools.nsw.gov.au,9826 1202,119,8,56,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1885-11-01,Liverpool (C),Werriwa,Regional South,Macarthur,Glenfield,9203 9900,"Roy Watts Rd, Glenfield 2167",South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.882805,150.790299,South Western Sydney,Sydney - South West,N,6/10/2022
3626,51063,723,Primary School,Enngonia ,Barwon,Enngonia Public School,Belalie St,2840,6874 7550,enngonia-p.school@det.nsw.edu.au,https://enngonia-p.schools.nsw.gov.au,6874 7623,22,73,0,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,Y,1884-07-01,Bourke (A),Parkes,Rural North,Western Plains,Tamworth,6755 5000,"Level 3, Noel Park House, 155-157 Marius St, Tamworth 2340","Murrumbidgee, Far West & Western NSW",Western NSW,Western 2,Very Remote Australia,-29.318855,145.844482,North Western NSW,Far West and Orana,N,6/10/2022
2003,47867,1095,Primary School,Glenhaven ,Castle Hill,Glenhaven Public School,Glenhaven Rd,2156,9634 3675,glenhaven-p.school@det.nsw.edu.au,https://glenhaven-p.schools.nsw.gov.au,9899 5911,395,2,16,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1889-02-01,The Hills Shire (A),Berowra,Metropolitan North,The Hills,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan North,Major Cities of Australia,-33.700792,151.002882,Northern Sydney,Sydney - Baulkham Hills and Hawkesbury,N,6/10/2022
3635,49652,981,Primary School,Scotts Head ,Oxley,Scotts Head Public School,Gloucester St,2447,6569 8144,scottshead-p.school@det.nsw.edu.au,https://scottshead-p.schools.nsw.gov.au,6569 8329,112,14,19,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1945,Nambucca (A),Cowper,Regional North and West,Mid Coast Valleys,,,,Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Outer Regional Australia,-30.749941,152.995226,North Coast,Mid North Coast,Y,6/10/2022
3643,49634,893,Primary School,Stuarts Point ,Oxley,Stuarts Point Public School,Banksia Rd,2441,6569 0627,stuartspt-p.school@det.nsw.edu.au,https://stuartspt-p.schools.nsw.gov.au,6569 0534,58,28,np,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1891-01-01,Kempsey (A),Cowper,Regional North and West,Mid Coast Valleys,,,,Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Outer Regional Australia,-30.818842,152.993686,North Coast,Mid North Coast,N,6/10/2022
3659,50082,958,Primary School,Sussex Inlet,South Coast,Sussex Inlet Public School,39 Thomson Street,2540,4441 2053,sussexinle-p.school@det.nsw.edu.au,https://sussexinle-p.schools.nsw.gov.au,4441 1729,222,8,4,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,2/1/1907,Shoalhaven (C),Gilmore,Regional South,South Coast,Warilla,4267 6100,"30 Oldfield St, Warilla 2528",Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Inner Regional Australia,-35.167302,150.584194,Southern NSW,Southern Highlands and Shoalhaven,N,6/10/2022
3668,44401,1083,Primary School,Cronulla ,Cronulla,Cronulla South Public School,Ewos Pde,2230,9523 5649,cronullas-p.school@det.nsw.edu.au,https://cronullas-p.schools.nsw.gov.au,9544 1373,263,3,25,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1943,Sutherland Shire (A),Cook,Metropolitan South and West,Port Hacking,,,,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-34.06611,151.154201,Sydney,Sydney - Sutherland,N,6/10/2022
3673,50173,964,Primary School,Basin View ,South Coast,St Georges Basin Public School,Tallyan Point Rd,2540,4443 4251,stgeorgesb-p.school@det.nsw.edu.au,https://www.stgeorgesbasin-ps.com.au/web/,4443 4835,380,15,7,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1949,Shoalhaven (C),Gilmore,Regional South,South Coast,Warilla,4267 6100,"30 Oldfield St, Warilla 2528",Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Inner Regional Australia,-35.090698,150.563917,Southern NSW,Southern Highlands and Shoalhaven,N,6/10/2022
3678,48544,965,Primary School,Warwick Farm,Liverpool,Warwick Farm Public School,Lawrence Hargrave Rd,2170,9602 8260,warwickfar-p.school@det.nsw.edu.au,https://warwickfar-p.schools.nsw.gov.au,9822 5156,205,6,78,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,5/1/1947,Liverpool (C),Fowler,Metropolitan South and West,Liverpool,,,,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.909642,150.929409,South Western Sydney,Sydney - South West,N,6/10/2022
3690,49350,903,Primary School,Tamworth,Tamworth,Oxley Vale Public School,Manilla Rd,2340,6761 8238,oxleyvale-p.school@det.nsw.edu.au,https://oxleyvale-p.schools.nsw.gov.au,6761 8307,356,34,6,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1947,Tamworth Regional (A),New England,Rural North,Peel,Tamworth,6755 5000,"Level 3, Noel Park House, 155-157 Marius St, Tamworth 2340",Hunter New England & Central Coast,Hunter New England,North Western 2,Inner Regional Australia,-31.058786,150.89498,North Western NSW,New England and North West,N,6/10/2022
3696,49137,1017,Primary School,Soldiers Point,Port Stephens,Soldiers Point Public School,Cromarty Rd,2317,4982 7151,soldierspt-p.school@det.nsw.edu.au,https://soldierspt-p.schools.nsw.gov.au,4982 0576,307,7,6,Not Selective,Y,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,9/1/1947,Port Stephens (A),Paterson,Regional North,Port Stephens,Newcastle,4924 9900,"Level 1, 117 Bull St, Newcastle 2300",Hunter New England & Central Coast,Hunter New England,Hunter,Inner Regional Australia,-32.709978,152.065351,Hunter/Central Coast,Hunter Valley exc Newcastle,N,6/10/2022
4664,85780,1095,Primary School,NORTH KELLYVILLE,Castle Hill,North Kellyville Public School,120 Hezlett Road,2155,88011911,northkellyville-p.school@det.nsw.edu.au,https://northkellyville-p.schools.nsw.gov.au,,858,1,69,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/29/2019,The Hills Shire (A),Mitchell,Metropolitan North,The Ponds,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.691337,150.955059,,Sydney - Baulkham Hills and Hawkesbury,N,6/10/2022
3702,48572,1024,Primary School,Georges Hall ,East Hills,Georges Hall Public School,Pennington Ave,2198,9707 1988,georgeshal-p.school@det.nsw.edu.au,https://georgeshal-p.schools.nsw.gov.au,9796 7861,785,np,88,Not Selective,Y,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1942,Canterbury-Bankstown (A),Blaxland,Metropolitan South and West,Chipping Norton,,,,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.912435,150.9922,South Western Sydney,Sydney - Inner South West,N,6/10/2022
3703,47052,1098,Primary School,South Coogee,Coogee,South Coogee Public School,Moverly Rd,2034,9349 4000,sthcoogee-p.school@det.nsw.edu.au,https://sthcoogee-p.schools.nsw.gov.au/,9349 4292,548,5,33,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1945,Randwick (C),Kingsford Smith,Metropolitan South,Botany Bay,St Peters,9582 5800,"Church St, St Peters 2044","South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.933333,151.25409,Sydney,Sydney - Eastern Suburbs,N,6/10/2022
3717,49517,956,Primary School,Croppa Creek ,Northern Tablelands,Croppa Creek Public School,Apsley Cres,2411,6754 5215,croppacrk-p.school@det.nsw.edu.au,https://croppacrk-p.schools.nsw.gov.au,6754 5213,9,np,0,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,Y,1/1/1949,Gwydir (A),Parkes,Rural North,Barwon,Moree,6757 3000,"66-68 Frome St, Moree 2400",Hunter New England & Central Coast,Hunter New England,North Western 1,Outer Regional Australia,-29.125234,150.309397,North Western NSW,New England and North West,N,6/10/2022
3846,46136,1077,Primary School,West Ryde ,Parramatta,Melrose Park Public School,110 Wharf Rd,2114,9874 4669,melrosepk-p.school@det.nsw.edu.au,https://melrosepk-p.schools.nsw.gov.au,9804 7534,211,3,44,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1945,Parramatta (C),Bennelong,Metropolitan North,Ryde,MacPark,9886 7000,"Level 2, 75 Talavera Rd, Macquarie Park 2113",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan North,Major Cities of Australia,-33.814849,151.071939,Northern Sydney,Sydney - Parramatta,N,6/10/2022
3735,48665,1041,Primary School,WORONORA,Heathcote,Woronora River Public School,Prices Circuit,2232,9521 3582,woronorari-p.school@det.nsw.edu.au,https://woronorari-p.schools.nsw.gov.au,9545 1563,73,np,19,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1942,Sutherland Shire (A),Hughes,Metropolitan South and West,Woronora River,,,,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-34.026575,151.041114,Sydney,Sydney - Sutherland,N,6/10/2022
3736,47693,1175,Primary School,Balgowlah ,Manly,Balgowlah Heights Public School,Lewis St,2093,9948 2225,balgowlaht-p.school@det.nsw.edu.au,https://balgowlaht-p.schools.nsw.gov.au,9949 7241,738,np,22,Not Selective,Y,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1933,Northern Beaches (A),Warringah,Metropolitan North,The Beaches,Dee Why,9982 0500,"72 Fisher Rd, Dee Why 2099","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.805985,151.258754,Northern Sydney,Sydney - Northern Beaches,N,6/10/2022
3741,50259,982,Primary School,Goulburn ,Goulburn,Goulburn West Public School,Combermere St,2580,4821 1781,goulburnw-p.school@det.nsw.edu.au,https://goulburnw-p.schools.nsw.gov.au,4822 1460,400,6,8,Not Selective,Y,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1952,Goulburn Mulwaree (A),Hume,Regional South,Goulburn,Campbelltown,4633 2700,"Cnr Lindesay & Lithgow Streets, Campelltown 2560",Illawarra Shoalhaven & Southern NSW,Southern NSW,Upper South Coast,Inner Regional Australia,-34.759172,149.700707,Southern NSW,Capital Region,N,6/10/2022
3743,48609,936,Primary School,Riverwood ,Lakemba,Riverwood Public School,Union St,2210,9153 8757,riverwood-p.school@det.nsw.edu.au,https://riverwood-p.schools.nsw.gov.au,9584 1558,117,5,85,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,N,1/1/1948,Canterbury-Bankstown (A),Banks,Metropolitan South,Beverly Hills,Riverwood,9408 8900,"Union St, Riverwood 2210","South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan South West,Major Cities of Australia,-33.947208,151.046586,South Western Sydney,Sydney - Inner South West,N,6/10/2022
3744,45440,972,Primary School,WARRAGAMBA,Wollondilly,Warragamba Public School,2-4 Fourth Street,2752,4774 1205,warragamba-p.school@det.nsw.edu.au,https://warragamba-p.schools.nsw.gov.au,4774 2475,389,6,9,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1948,Wollondilly (A),Hume,Regional South,Macarthur,Glenfield,9203 9900,"Roy Watts Rd, Glenfield 2167",South Western Sydney,South Western Sydney,Metropolitan South West,Inner Regional Australia,-33.890924,150.60539,Western Sydney,Sydney - Outer West and Blue Mountains,N,6/10/2022
3748,47679,1102,Primary School,Belrose ,Davidson,Belrose Public School,Ralston Ave,2085,9451 6203,belrose-p.school@det.nsw.edu.au,https://belrose-p.schools.nsw.gov.au,9975 5047,214,np,18,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,5/1/1952,Northern Beaches (A),Mackellar,Metropolitan North,The Forest,Dee Why,9982 0500,"72 Fisher Rd, Dee Why 2099","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.727235,151.216645,Northern Sydney,Sydney - Northern Beaches,N,6/10/2022
3760,58121,1054,Primary School,Upper Coopers Creek ,Ballina,Upper Coopers Creek Public School,Upper Coopers Creek Rd,2480,6688 2128,cooperscrk-p.school@det.nsw.edu.au,https://cooperscrk-p.schools.nsw.gov.au,6688 2150,13,np,np,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,3/1/1949,Byron (A),Richmond,Rural North,Wollumbin,Murwillumbah,6670 2300,"Level 2, 12 King St, Murwillumbah 2484",Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Inner Regional Australia,-28.607149,153.401937,North Coast,Richmond - Tweed,N,6/10/2022
3762,46491,839,Primary School,Gateshead ,Charlestown,Wiripaang Public School,Pacific Hwy,2290,4943 4357,wiripaang-p.school@det.nsw.edu.au,https://wiripaang-p.schools.nsw.gov.au,4942 2589,191,34,5,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,9/1/1950,Lake Macquarie (C),Shortland,Regional North,Glenrock,Gateshead West,4088 3518,"40-44 Coral Cr, Gateshead West 2290",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.984172,151.691355,Hunter/Central Coast,Newcastle and Lake Macquarie,N,6/10/2022
3765,46139,1060,Primary School,Bundeena,Heathcote,Bundeena Public School,48R Scarborough St,2230,9527 2133,bundeena-p.school@det.nsw.edu.au,https://bundeena-p.schools.nsw.gov.au,9523 0940,190,np,20,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1949,Sutherland Shire (A),Hughes,Metropolitan South and West,Port Hacking,,,,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Inner Regional Australia,-34.086792,151.152422,Sydney,Sydney - Sutherland,N,6/10/2022
3777,44922,1189,Primary School,Pymble,Ku-ring-gai,Pymble Public School,Crown Road,2073,9144 4136,pymble-p.school@det.nsw.edu.au,https://pymble-p.schools.nsw.gov.au,9988 4938,582,0,55,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1952,Ku-ring-gai (A),Bradfield,Metropolitan North,The Forest,Dee Why,9982 0500,"72 Fisher Rd, Dee Why 2099","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.732269,151.141089,Northern Sydney,Sydney - North Sydney and Hornsby,N,6/10/2022
